,title,repro_index
640,STDrug enables spatially informed personalized drug repurposing from spatial transcriptomics.,
641,scMultiPreDICT: A single-cell predictive framework with transcriptomic and epigenetic signatures.,
642,Single-Cell Virtual Perturbation Screening Identifies STAT3 as a Key Regulator of Dentinogenesis.,
643,Unveiling gene perturbation effects through gene regulatory networks inference from single-cell transcriptomic data.,
644,Modeling Insights into Potential Mechanisms of Opioid-Induced Respiratory Depression within Medullary and Pontine Networks.,
645,Using cell-specific late-phase asthma mRNA biomarkers to repurpose drugs that concurrently reverse disease signatures across multiple immune cell-types.,
646,Integrative Mendelian randomization and experimental validation prioritize KLF4 in the gut microbiota-pyroptosis-barrier axis of ulcerative colitis.,
647,Compact and informative representation learning for scRNA-seq data clustering with masked information bottleneck.,
648,Local transcriptional covariation produces accurate estimates of cell phenotype.,
649,Computational framework for therapeutic target discovery via perturbation simulation: application to cystic fibrosis airway disease.,
650,IGHG1 malignant epithelial Cell-myCAF crosstalk via MIF-CD74/APP-CD74 drives early brain metastasis in NSCLC: Delineated via primary tumor-brain metastasis single-cell and spatial transcriptomics.,
651,A Composite interaction Score: Prioritizing cell-cell interactions from single-cell RNA-seq with application to pre-menopausal epithelial barriers.,
652,Circular and Long Non-Coding RNAs in Cancer Metabolism: Dual Perspective of Biomarkers and Therapeutic Targets.,
653,Celcomen: spatial causal disentanglement for single-cell and tissue perturbation modeling.,
654,"A Multispecies, Modality-Agnostic Scalable In Vivo Mosaic Screening Platform for Therapeutic Target Discovery.",
655,Boundary-layer modeling of viscoelastic sphere deformation in acoustic fields: Toward single-cell mechanical characterization.,
656,MultiPert: An adversarial alignment and dual attention framework for single-cell multi-omics perturbation prediction.,
657,"Resveratrol ameliorates sepsis-induced immune dysfunction by targeting GADD45A to maintain hematopoietic stem cell homeostasis: A predictive study integrating ensemble machine learning, single-cell transcriptomics, and molecular dynamics simulation.",
658,Gene regulatory networks: from correlative models to causal explanations.,
659,Ribosomal modifications are associated with mesenchymal fate selection in the neural crest lineage.,
660,"MT2A buffering exhaustion marks cuproptosis in severe COVID-19: Multi-omics integration, computational modeling, and experimental validation.",
661,PAH-former: Transfer learning for efficient discovery of pulmonary arterial hypertension-associated genes.,
662,PertSpectra: Interpretable Matrix Factorization for Predicting Functional Impact of Genetic Perturbation Experiments.,
663,Generative Distribution Embeddings: Lifting autoencoders to the space of distributions for multiscale representation learning.,
664,"Next-generation computational strategies for neurodegenerative biomarkers: Multi-omics integration, AI, and molecular modeling.",
665,"Virtual Cells Need Context, Not Just Scale.",
666,AI-driven CRISPR screening: optimizing gene editing through automation and intelligent decision support.,
667,Inferring bacterial cell size dynamics across media conditions.,
668,Integrative bulk and single-cell transcriptomics link EZH2 to immunosuppressive programs and tumor-Treg crosstalk in castration-resistant prostate cancer.,
669,SiCmiR Atlas: Single-Cell miRNA Landscape Reveals Hub-miRNA and Network Signatures in Human Cancers.,
670,First computational characterization of : a schizophrenia-linked antisense RNA with synaptic functions.,
671,Mapping whole-organism genetic comorbidities across model Species using unified ontologies.,
672,BMP and NODAL paracrine signalling regulate the totipotent-like cell state in embryonic stem cells.,
673,Latent Causal Diffusions for Single-Cell Perturbation Modeling.,
674,scLong: a billion-parameter foundation model for capturing long-range gene context in single-cell transcriptomics.,
675,Learning genetic perturbation effects with variational causal inference.,
676,Microenvironmental niches dictate divergent fibroblast fates in reversible versus progressive lung fibrosis.,
677,Parameter-efficient fine-tuning enables scalable transfer of regulatory sequence models to novel contexts.,
678,JAK-centric explainable few-shot gene-expression diagnosis framework for alopecia via MultiPLIER priors and relation-style set-to-set comparison.,
679,Omics-based large language models: A new engine for drug discovery innovation.,
680,Scar-associated endothelial-stellate cellular crosstalk drives fibrosis resolution in MASH.,
681,SpatialProp: tissue perturbation modeling with spatially resolved single-cell transcriptomics.,
682,Integration of single cell and bulk transcriptomic analyses identifies FAM189A2 as a key prognostic gene in lung cancer.,
683,Transcriptome changes in circulating immune cells of critical COVID-19 patients predict a specific metabolic and epigenetic imprint.,
684,Stack: In-Context Learning of Single-Cell Biology.,
685,Molecular Landscape and Predictive Significance of Programmed Cell Death-Related Genes in Sepsis.,
686,CausalGRN: deciphering causal gene regulatory networks from single-cell CRISPR screens.,
687,VISTA uncovers missing gene expression and spatial-induced information for spatial transcriptomic data analysis.,
688,Advancing spatial cellular communication inference with ligand diffusion and transport model.,
689,CellPolaris: Transfer Learning for Gene Regulatory Network Construction to Guide Cell State Transitions.,
690,Gene regulatory network inference with popInfer reveals the dynamic regulation of hematopoietic stem cell quiescence.,
691,Advancing Cardiovascular Research With Single-Cell and Spatial Transcriptomics.,
692,Pan-cancer multi-omics reveals DCAF7 as an immune-modulating prognostic driver and Wnt/β-catenin activator in hepatocellular carcinoma.,
693,Discovering Candidate Anti-Aging Perturbations Using a Foundation Model for Gene Expression.,
694,Predicting the unseen: A diffusion-based debiasing framework for transcriptional response prediction at single-cell resolution.,
695,Emergence of high-metastatic potentials and prediction of recurrence and metastasis.,
696,VIP-OT: Dissecting Single-Cell Biochemical State Dynamics under Perturbation via Vibrational Painting and Optimal Transport.,
697,Mapping cis- and trans-regulatory target genes of human-specific deletions.,
698,Cell context-dependent in silico organelle localization in label-free microscopy images.,
699,Subtype specific immune-metabolic reprogramming in preeclampsia revealed by multiomics and serum biomarkers.,
700,PULSAR: a Foundation Model for Multi-scale and Multi-cellular Biology.,
701,Single-cell disentangled representations for perturbation modeling and treatment effect estimation.,
702,PhenoProfiler: advancing phenotypic learning for image-based drug discovery.,
703,Benchmarking algorithms for generalizable single-cell perturbation response prediction.,
704,Interpretable Thermodynamic Score-based Classification of Relaxation Excursions.,
705,SIDISH integrates single-cell and bulk transcriptomics to identify high-risk cells and guide precision therapeutics through in silico perturbation.,
706,Integrated multi-Omics and network toxicology elucidate the multi-target mechanisms of environmental hormones in driving hepatocellular carcinoma.,
707,The IGVF catalog-from genetic variation to function.,
708,scSemiPLC: a semi-supervised learning framework for annotating single-cell RNA-Seq data by generating pseudo-labels through clustering.,
709,sc4D: spatio-temporal single-cell transcriptomics analysis through embedded optimal transport identifies joint glial response to Alzheimer's disease pathology.,
710,Inferring Gene Regulatory Networks From Single-Cell RNA Sequencing Data by Dual-Role Graph Contrastive Learning.,
711,Multimodal single cell analyses reveal gene networks of planarian stem cell differentiation.,
712,Biomechanical and inflammatory pathways underlying the genetic architecture of keratoconus: A genomic SEM study.,
713,Cell Type Specific Inference of Perturbations in Synaptic Communication with MultiNeuronChat.,
714,Characterizing spatial functional microniches with SpaceTravLR.,
715,A self-organizing single-cell morphology circuit optimizes  predatory trap structure.,
716,VISTA-FISH: Video Imaging with Spatial-Temporal Analysis by Fluorescent In Situ Hybridization.,
717,Deep learning the dynamic regulatory sequence code of cardiac organoid differentiation.,
718,"Cell state plasticity emerging from co-regulated, competitive, and configurable interactions within the AP-1 network.",
719,Adaptive resampling for improved machine learning in imbalanced single-cell datasets.,
720,Scaling Large Language Models for Next-Generation Single-Cell Analysis.,
721,Label-Free Longitudinal Imaging of Single Cell Drug Response with a 3D-Printed Cell Culture Platform.,
722,Gradient-aware modeling advances AI-driven prediction of genetic perturbation effects.,
723,Hybrid deep learning-mechanistic modeling of cellular dynamics from a spatiotemporal single-cell atlas.,
724,"Simultaneous capture of single cell RNA-seq, ATAC-seq, and CRISPR perturbation enables multiomic screens to identify gene regulatory relationships.",
725,Decoding cell fate: integrated experimental and computational analysis at the single-cell level.,
726,Integrative Multi-Omics and Artificial Intelligence: A New Paradigm for Systems Biology.,
727,scCausalVI disentangles single-cell perturbation responses with causality-aware generative model.,
728,A pre-trained large generative model for translating single-cell transcriptomes to proteomes.,
729,PertAdapt: Unlocking Single-Cell Foundation Models for Genetic Perturbation Prediction via Condition-Sensitive Adaptation,
730,found: Inferring cell-level perturbation from structured label noise in single-cell data,
731,GPerturb: Gaussian process modelling of single-cell perturbation data,
732,CycSeq: Leveraging Cyclic Data Generation for Accurate Perturbation Prediction in Single-Cell RNA-Seq,
733,Inference of heterogeneous effects in single-cell genetic perturbation screens,
734,Link prediction of viral spike proteins and cell receptors using structural perturbation method,
735,A Systematic Comparison of Single-Cell Perturbation Response Prediction Models,
736,Benchmarking a foundational cell model for post-perturbation RNAseq prediction,
737,PertEval-scFM: Benchmarking Single-Cell Foundation Models for Perturbation Effect Prediction,
738,Fatecode: Cell fate regulator prediction using classification autoencoder perturbation,
739,Single-Cell Biclustering for Cell-Specific Transcriptomic Perturbation Detection in AD Progression,
740,Fast and scalable Wasserstein-1 neural optimal transport solver for single-cell perturbation prediction,
741,Departures: Distributional Transport for Single-Cell Perturbation Prediction with Neural Schrödinger Bridges,
742,Causal Models and Prediction in Cell Line Perturbation Experiments,
743,Evaluating Single-Cell Perturbation Response Models Is Far from Straightforward,
744,Prediction of single-cell chromatin compartments from single-cell chromosome structures by MaxComp,
745,A Single-cell Perturbation Landscape of Colonic Stem Cell Polarisation,
746,A guide to D-SPIN: constructing regulatory network models from single-cell RNA-seq perturbation data,
747,Robust causal gene network estimation for large-scale single-cell perturbation screens using reduced control function,
748,Discovery of Phenotype-Associated Cell States using Single-Cell Phenotype Prediction Methods,
749,Modeling and predicting single-cell multi-gene perturbation responses with scLAMBDA,
750,PerturBase: a comprehensive database for single-cell perturbation data analysis and visualization,
751,Advances in single-cell perturbation modeling,
752,"Benchmarking Chemical, Genetic, and Cell Line Encodings for Cancer Perturbation Response Prediction",
753,Reliable and Accurate Prediction of Single Residue pKa Values Through Free Energy Perturbation Calculations,
754,"ARTEMIS integrates autoencoders and Schrödinger Bridges to predict continuous dynamics of gene expression, cell population and perturbation from time-series single-cell data",
755,Using single-cell perturbation screens to decode the regulatory architecture of splicing factor programs,
756,Decoding Single-Cell Omics of Perturbation Responses Using DeSCOPE,
757,Parameter inference for stochastic biochemical models from perturbation experiments parallelised at the single cell level,
758,Single-cell perturbation dissects transcription factor control of progression speed and trajectory choice in early T-cell development,
759,Learning Perturbation-specific Cell Representations for Prediction of Transcriptional Response across Cellular Contexts,
760,A review on single-cell perturbation data analysis,
761,Multitask perturbation modeling for single-cell omics,
762,Modeling heterogeneity in single-cell perturbation states enhances detection of response eQTLs,
763,Single Cell Foundation Models Evaluation (scFME) for In-Silico Perturbation,
764,Toward generalizable phenotype prediction from single-cell morphology representations,
765,scRGP: Prediction of Single-cell Genetic Perturbation Transcriptional Responses based on Rank in Multiple Scenarios,
766,A tri-modal contrastive learning framework for protein representation learning.,
767,Mamba-ACP: a Hybrid State-Space and Transformer Framework for Interpretable Anticancer Peptide Prediction.,
768,Cross-task interpretability through unified modeling reveals a universal shortcut bias in neoantigen prediction.,
769,TensoGraph: a tensor-transformer framework for global-local drug synergy prediction on heterogeneous graphs.,
770,Towards a Cytometry Foundation Model: Interpretable Sample-level Predictive Modelling via Pretrained Transformers.,
771,Condition-matched in silico prediction of drug transcriptional responses enables mechanism-guided screening and combination discovery.,
772,Fusion-m6A: A lightweight hybrid deep learning framework for RNA m6A site prediction.,
773,A deep-learning based biomarker of systemic cellular senescence burden to predict mortality and health outcomes.,
774,UTR-DynaPro: a CNN-transformer multimodal language model for decoding 5'UTR regulatory mechanisms.,
775,Cell Painting for cytotoxicity and mode-of-action analysis in primary human hepatocytes.,
776,EpiExpr: Predicting gene expression using epigenetic data and chromatin interactions.,
777,EPI-CAT: Prediction of enhancer-promoter interactions based on cross-attention transformer.,
778,DeepIM: Integrating Channel-Spatial Attention with Transformer for DNA i-Motif Folding Status Prediction.,
779,Artificial Intelligence-Driven Enzyme Engineering from Structural Prediction to De Novo Design.,
780,Genome-wide classification of tumor-derived reads from bulk long-read sequencing.,
781,GeoCTP: Structure-aware Prediction of Multifunctional Cancer Therapy Peptides via Graph Transformer and Contrastive Learning.,
782,ncProFormer: A CNN-enhanced Transformer for ncRNA Coding-Potential Prediction.,
783,Quantifying Cross-Attention Interaction in Transformers for Interpreting TCR-pMHC Binding.,
784,TCR-EML: Explainable Model Layers for TCR-pMHC Prediction.,
785,Integrating histology and spatial transcriptomics via multimodal transformers and contrastive representation learning for accurate gene expression prediction.,
786,End-to-End Pretreatment Prediction of Radiation Pneumonitis in Patients With Non-Small Cell Lung Cancer Using Computed Tomography: A Vision Transformer Approach.,
787,Evolutionary-guided advanced deep-learning architecture powers mammalian GPCRome agonist predictions.,
788,RCLG-PPIS: Structure-Aware Protein-Protein Interaction Site Prediction with Cascaded Local and Global Information.,
789,FATE-MAP predicts teratogenicity and human gastrulation failure modes by integrating deep learning and mechanistic modeling.,
790,Effective use of PROs for survival prediction: Transformer-based modelling in NSCLC patients.,
791,Screening toxic transformation products of emerging pollutants in advanced oxidation processes with 3D deep learning and in vitro assays.,
792,MTEGDRP: Interpretable Molecular Self-Attention Transformer and Equivariant Graph Neural Network Based on Multi-Omics Fusion for Drug Response Prediction in Cancer Cell Lines.,
793,Skill Information Representation Imitation Learning for Long-Horizon Dexterous Robot Micromanipulation of Deformable Cell.,
794,DT-m6A: A DenseNet-Transformer Hybrid Framework for Accurate Prediction of m6A Modification Sites across Diverse Cell Lines and Tissues.,
795,Hist2Cell: Deciphering fine-grained cellular architectures from histology images.,
796,Deep learning models to map osteocyte networks from confocal microscopy can successfully distinguish between young and aged bone.,
797,DEW-Net: A W-Shaped Dual-Encoder Network with Attention Fusion Mechanisms for Pathological H&E Image Segmentation.,
798,Aegis: a transformer-based deep learning framework for the accurate identification of anticancer peptides.,
799,TransSE: A Transfer Learning-Based Predictive Model for Distinguishing Super Enhancers and Typical Enhancers.,
800,Histo-Miner: Deep learning based tissue features extraction pipeline from H&E whole slide images of cutaneous squamous cell carcinoma.,
801,Transformer-based feature extraction approach for hematopoietic cancer subtype classification.,
802,A scalable computational framework for predicting gene expression from candidate -regulatory elements.,
803,PolyA-GLM: A comprehensive framework for  polyadenylation site prediction using genome language models.,
804,CADS: A Causal Inference Framework for Identifying Essential Genes to Enhance Drug Synergy Prediction.,
805,EpiXFormer: a cross-attention neural network for predicting cell type-specific transcription factor binding sites.,
806,Early feature extraction drives model performance in high-resolution chromatin accessibility prediction.,
807,Exploiting Scale-Variant Attention for Segmenting Small Medical Objects.,
808,Integrative Transcriptomic and Bioinformatics Approaches Combined With Transformer Models Identify Key Gene Networks in Atherosclerosis.,
809,LIMPACAT: Multi-omics attention transformer for immune prediction in liver cancer using whole-slide imaging.,
810,An Introduction to Pathology Foundation Models.,
811,"Spectral Cruncher: A Visualization Tool Integrating Manual Curation, Ion-Intensity Prediction, and De Novo Tag Generation.",
812,Comprehensive perturbation of transcription factors in human cardiomyocytes reveals the regulatory architecture of congenital heart disease.,
813,DynamicGT: A dynamic-aware geometric transformer model to predict protein-binding interfaces in flexible and disordered regions.,
814,EvoZymePro-Cat: A Protein-Ligand-Aware Deep Learning Framework for Predicting Mutation Effects in Enzyme Function.,
815,Ablation versus sublobar resection for stage IA non-small cell lung cancer: a multicenter retrospective cohort study using a deep learning model in the ablation group.,
816,MIMYR: Generative modeling of missing tissue in spatial transcriptomics.,
817,A Transformer-Based Deep Learning Approach to Predicting Air Organic Pollutant-Human Protein Interactions.,
818,A Multi-Modal Contrastive Learning Framework for Cyclic Peptide Permeability Prediction.,
819,BiSAUM: Bi-Directional Sparse Attention Transformer for Cancer Cell Prediction in Multi-Domain Sustainable Healthcare Systems.,
820,ProtoMol: enhancing molecular property prediction via prototype-guided multimodal learning.,
821,"A modern AI framework integrating deep imputation, synthetic data balancing, and explainable modeling for survival prediction in horse colic.",
822,Epigenetics is all you need: A transformer to decode chromatin structural compartments from the epigenome.,
823,SiaScoreNet: a siamese neural network-based model integrating prediction scores for HLA-peptide interaction prediction.,
824,"Thymus Composition, Disease Control, and Toxicity in Locally Advanced Lung Cancer.",
825,Delayformer: Spatiotemporal Transformation for Predicting High-Dimensional Dynamics.,
826,Disrupting explicit encoding paradigms: property-interactive transformers decode T-cell receptor specificity beyond dataset biases.,
827,BTOB-T: Bilateral orchesTrated deep learning framework based on proteogenOmics for drug-repositioning of Breast cancer Treatment.,
828,ResUbiNet: A Novel Deep Learning Architecture for Ubiquitination Site Prediction.,
829,AI-driven prediction of progression to oral squamous cell carcinoma using a multiresolution pathology model.,
830,A transformer-based deep learning model for preoperative prediction of lymphovascular invasion in laryngeal squamous cell carcinoma: a multicenter study.,
831,"ClinSegAI: A post-processing framework for superior histopathology segmentation accuracy, radiomics feature preservation, and quantitative analysis.",
832,Few-Shot Generalization to Novel Compounds in Single-Cell Drug Response via Graph-Infused Meta-Pretraining.,
833,Comparative Analysis of Deep Learning Models for Predicting Causative Regulatory Variants.,
834,From Sequence to Response: AI-Guided Prediction of Nucleic Acid Nanoparticles Immune Recognitions.,
835,ROS-induced voltage-gated ion channel expression and electrophysiological remodeling in malignant human cells.,
836,"Long-term outcomes from pembrolizumab monotherapy in patients with advanced NSCLC, PD-L1 expression ≥ 50 %, and poor performance status: Transformer-based AI to characterize prognostic complexity.",
837,Space group informed transformer for crystalline materials generation.,
838,Mapping Context-Aware Phosphosite Regulation of Protein-Protein Interactions Using Deep Learning and Pan-Cancer Proteomics.,
839,SAPP: Structure Aware PTM Prediction.,
840,AutoTFCNNY: A multi-instance neural network for enhanced early cancer detection using TCR data.,
841,AI-driven discovery of novel extracellular matrix biomarkers in pelvic organ prolapse.,
842,B-EPIC: A Transformer-Based Language Model for Decoding B Cell Immunodominance Patterns.,
843,Rational Multi-Modal Transformers for TCR-pMHC Prediction.,
844,Urban Signalized Intersection Traffic State Prediction: A Spatial-Temporal Graph Model Integrating the Cell Transmission Model and Transformer,
845,Physics-Informed Framework for Dynamic Traffic State Prediction: A Cell Transformer Approach at Signalized Intersections,
846,State of Charge Prediction of Lead Acid Battery using Transformer Neural Network for Solar Smart Dome 4.0,
847,ReactFormer: A Reaction-Aware Graph Transformer for Barrier Height Prediction without Explicit Transition State Geometries,
848,CELL-E: A Text-To-Image Transformer for Protein Localization Prediction,
849,Kalman Filter Optimize Transformer Method for State of Health Prediction on Lithium-Ion Battery,
850,Social media emotional state classification prediction based on Arctic Puffin Algorithm (APO) optimization of Transformer mode,
851,Transformer-based Learning Models of Dynamical Systems for Robotic State Prediction,
852,County augmented transformer for COVID-19 state hospitalizations prediction,
853,Mat-Transformer-Based State Prediction Method for Information Equipment,
854,Equivalent Circuit-Informed Transformer: A Physics-Informed Transformer for Complete Charging Curve Prediction and State Estimation of Lithium-Ion Batteries,
855,A CEEMDAN–Transformer–BiLSTM Fusion Network for Accurate State of Health Prediction of Lithium-ion Batteries,
856,Transformer State Prediction Based on Deep Learning Network,
857,State Evaluation and Tripping Probability Prediction of Large Power Transformer Based on Health Index,
858,B-Cell Linear Epitope Prediction Using Transformer Encoder,
859,An Improved Prediction Method of Transformer Oil Temperature,
860,I-Cltp: Integrated Contrastive Learning with Transformer Framework for Traffic State Prediction and Network-Wide Analysis,
861,State of Health Prediction for Lithium-Ion Batteries Using Transformer–LSTM Fusion Model,
862,CELL CYCLE STATE PREDICTION USING GRAPH NEURAL NETWORKS,
863,Prediction Method for Transformer State Based on GRU Network,
864,Channel State Information Prediction Using Transformer Models for High-Mobility Wireless Networks,
865,Degradation Prediction of the Low-Pt Loading Proton Exchange Membrane Fuel Cell Based on Spatio-Temporal Transformer Network,
866,Transformer-BEATS: A transformer model for time series prediction of dairy milk production,
867,Multiscale Class-Attention Transformer for Bird Migration State Prediction,
868,"Review for ""SUPERMAGO: Protein Function Prediction Based on Transformer Embeddings""",
869,A Hybrid LSTM-Transformer Approach for State of Health and Charge Prediction in Industrial IoT-Based Battery Management Systems,
870,Voltage Transformer Error State Prediction Method Considering Multi-Dimensional Attributes,
871,A Transformer-Based Physics-Informed Network for Trajectory Prediction and State Estimation,
872,Health State Prediction of Traction Motor Bearings Based on BiLSTM-Transformer,
873,Graph Transformer for drug response prediction,
874,CST: Character State Transformer for Object-Conditioned Human Motion Prediction,
875,Explainable Transformer-Based Neural Network for the Prediction of Survival Outcomes in Non-Small Cell Lung Cancer (NSCLC),
876,GT-SOH: A Graph-Transformer Contrastive Learning Framework with Starfish Optimization for Accurate State-of-Health Battery Prediction in EV,
877,State-of-Health Prediction of Lithium-Ion Batteries Using Exponential Smoothing Transformer With Seasonal and Growth Embedding,
878,Attention! Transformer with Sentiment on Cryptocurrencies Price Prediction,
879,Power Transformer Health State Prediction Based on Multi-attention Coupling Learning,
880,Pre-manipulation alignment prediction with parallel deep state-space and transformer models,
881,ECIT: A Physics-Informed Transformer for Complete Charging Curve Prediction and State Estimation of Lithium-Ion Batteries,
882,CNN-Transformer-LSTM-based lithium battery health state prediction,
883,Chromatin States Prediction and Comparison across BRCA Cell Lines Using Deep Learning Provide Insights for Cell State Transitions,
884,Operation State Assessment and Prediction of Distribution Transformer Based on Data Driven,
885,Lithium-Ion Battery State-of-Health Prediction Based on FLAT Transformer and Mutual Distillation,
886,A sequence knowledge-guided deep learning method for single-cell multi-omics translation.,
887,Multiomics Research Strategies in Cancer: A Growing and Innovative Field.,
888,Predicting and interpreting protein and phosphoprotein abundance from pan-cancer and single-cell transcriptomes.,
889,DGM: deep graph clustering with mincut for analysis of single-cell transcriptomics.,
890,Digital Biomarkers for Precision Early Detection of Lung Cancer: Integrating AI-Driven Multi-Omics Into Clinical Pathways.,
891,Remodeling of non-coding RNA regulatory networks: Decoding the pathological mechanisms and new therapeutic paradigms of cardiovascular diseases.,
892,Pan-cancer gene set discovery via scRNA-seq for optimal deep learning based downstream tasks.,
893,Multi-omics strategies for biomarker discovery and application in personalized oncology.,
894,Multi-Omics Meets Premalignancy: Paving the Way for Early Prevention of Cancer.,
895,A machine learning framework using urinary biomarkers for pancreatic ductal adenocarcinoma prediction with post hoc validation via single-cell transcriptomics.,
896,Characterization and classification of chronic kidney disease by spatial MIST and deep learning algorithm.,
897,Single-cell RNA-sequencing of circulating tumour cells: A practical guide to workflow and translational applications.,
898,EnsembleRegNet: Interpretable deep learning for transcriptional network inference from single-cell RNA-seq.,
899,cytoGPNet: Enhancing clinical outcome prediction accuracy using longitudinal cytometry data in small cohort studies.,
900,Integrative Omics and AI-Driven Systems Biology: Multilayer Networks Decoding  Health and Resilience.,
901,Unveiling tissue heterogeneity through genomic interaction-encoded image representation of RNA-sequencing data.,
902,Spatial gene expression at single-cell resolution from histology using deep learning with GHIST.,
903,Artificial Intelligence in Ocular Transcriptomics: Applications of Unsupervised and Supervised Learning.,
904,A hybrid 1DCNN-GRU deep learning framework for classifying caprine granulosa cell fertility potential using single-cell transcriptomics.,
905,Deep learning-driven multi-omics analysis: enhancing cancer diagnostics and therapeutics.,
906,MuST: multiple-modality structure transformation for single-cell spatial transcriptomics.,
907,Deep learning-based feature discovery for decoding phenotypic plasticity in pediatric high-grade gliomas single-cell transcriptomics.,
908,Spatial morphoproteomic features predict disease states from tissue architectures.,
909,Applications and advances of multi-omics technologies in gastrointestinal tumors.,
910,Towards interpretable molecular and spatial analysis of the tumor microenvironment from digital histopathology images with HistoTME-v2.,
911,"Integrating Artificial Intelligence in Next-Generation Sequencing: Advances, Challenges, and Future Directions.",
912,Automated cell annotation and classification on histopathology for spatial biomarker discovery.,
913,DOLPHIN advances single-cell transcriptomics beyond gene level by leveraging exon and junction reads.,
914,AI-Driven Biomarker Discovery and Personalized Allergy Treatment: Utilizing Machine Learning and NGS.,
915,scaLR: a low-resource deep neural network-based platform for single cell analysis and biomarker discovery.,
916,Single-cell multimodal analysis reveals tumor microenvironment predictive of treatment response in non-small cell lung cancer.,
917,Bi-level graph learning unveils prognosis-relevant tumor microenvironment patterns in breast multiplexed digital pathology.,
918,AI-driven multi-omics integration for multi-scale predictive modeling of genotype-environment-phenotype relationships.,
919,Tumour purity assessment with deep learning in colorectal cancer and impact on molecular analysis.,
920,scPanel: a tool for automatic identification of sparse gene panels for generalizable patient classification using scRNA-seq datasets.,
921,Spatial Immunophenotyping from Whole-Slide Multiplexed Tissue Imaging Using Convolutional Neural Networks.,
922,Advances in the Clinical Application of High-throughput Proteomics.,
923,Occlusion enhanced pan-cancer classification via deep learning.,
924,Clustering single-cell RNA sequencing data via iterative smoothing and self-supervised discriminative embedding.,
925,Integrated multiomics implicates dysregulation of ECM and cell adhesion pathways as drivers of severe COVID-associated kidney injury.,
926,Exploring the advances of single-cell RNA sequencing in thyroid cancer: a narrative review.,
927,Computational single cell oncology: state of the art.,
928,Drug Intelligence Science (DIS®): Pioneering a high-resolution translational platform to enhance the probability of success for drug discovery and development.,
929,Self-supervised deep learning for highly efficient spatial immunophenotyping.,
930,Applications of multi-omics analysis in human diseases.,
931,An Inflection Point in Cancer Protein Biomarkers: What was and What's Next.,
932,Deep multimodal graph-based network for survival prediction from highly multiplexed images and patient variables.,
933,On Deep Landscape Exploration of COVID-19 Patients Cells and Severity Markers.,
934,High-throughput label-free cell detection and counting from diffraction patterns with deep fully convolutional neural networks.,
935,Next Generation Imaging Techniques to Define Immune Topographies in Solid Tumors.,
936,Application of Deep Learning for Early Disease Diagnosis and Biomarker Discovery,
937,"Abstract 1434: Scalable, unsupervised deep learning frameworks for rare event detection and single cell phenotyping in enrichment free liquid biopsies.",
938,Deep learning and machine learning integration of radiomics and transcriptomics predicts response-adapted radiotherapy outcome and radiosensitivity in resectable locally advanced laryngeal carcinoma,
939,Digital pathology–based AI spatial biomarker to predict outcomes for immune checkpoint inhibitors in advanced non-small cell lung cancer.,
940,Large-scale information retrieval and correction of noisy pharmacogenomic datasets through residual thresholded deep matrix factorization,
941,Abstract 85: Path2Marker: Cell-level prediction of multiplex protein expression from routine H&E slides.,
942,Mapping single-cell developmental potential in health and disease with interpretable deep learning,
943,Abstract LB087: Inferring single-cell spatial gene expression with tissue morphology via explainable deep learning,
944,Multimodal data fusion for cancer biomarker discovery with deep learning,
945,Deep learning-based cell-specific gene regulatory networks inferred from single-cell multiome data,
946,Open-set deep learning–enabled single-cell Raman spectroscopy for rapid identification of airborne pathogens in real-world environments,
947,Battery lifetime prediction across diverse ageing conditions with inter-cell deep learning,
948,Trends and Potential of Machine Learning and Deep Learning in Drug Study at Single-Cell Level,
949,Deep Learning–Based Clustering of OCT Images for Biomarker Discovery in Age-Related Macular Degeneration (PINNACLE Study Report 4),
950,Consequences of training data composition for deep learning models in single-cell biology,
951,scPrediXcan integrates deep learning methods and single-cell data into a cell-type-specific transcriptome-wide association study framework,
952,Application of Deep Learning for Single Cell Multi-Omics: A State-of-the-Art Review,
953,Image-based evaluation of single-cell mechanics using deep learning,
954,Single-cell spatial multi-omics and deep learning dissect enhancer-driven gene regulatory networks in liver zonation,
955,scHiClassifier: a deep learning framework for cell type prediction by fusing multiple feature sets from single-cell Hi-C data,
956,Ensemble-DeepSets: an interpretable deep learning framework for single-cell resolution profiling of immunological aging,
957,Deep learning-driven glioblastoma diagnosis from histopathological images via single-cell segmentation and morphological analysis,
958,Deep learning in single-cell and spatial transcriptomics data analysis: advances and challenges from a data science perspective,
959,Abstract 2085: Visium HD combined with deep-learning-based cell segmentation on H&E images yield accurate cell annotation at single-cell resolution,
960,Harnessing the deep learning power of foundation models in single-cell omics,
961,Machine Learning-Driven Insights in Cancer Metabolomics: From Subtyping to Biomarker Discovery and Prognostic Modeling,
962,CIRI‐Deep Enables Single‐Cell and Spatial Transcriptomic Analysis of Circular RNAs with Deep Learning,
963,"Single-cell multi-omics for biomarker discovery: Technologies, molecular mechanisms, applications and translational challenges",
964,Deep learning facilitates multi-data type analysis and predictive biomarker discovery in cancer precision medicine,
965,Identification of small molecules that selectively target JAK2V617F driven cytokine-independent megakaryopoiesis by leveraging single cell RNA sequencing maps of myelofibrosis patients samples and a deep learning framework,
966,Using deep learning to quantify neuronal activation from single-cell and spatial transcriptomic data,
967,Interpretable deep learning in single-cell omics,
968,Biological insights and novel biomarker discovery through deep learning approaches in breast cancer histopathology,
